pxcor,pycor,pcolor,plabel,plabel-color,name,accessibility,ward-number,density,total0,total00,b51,b52,b53,b54,b55,b201,b202,b203,b204,b205,b501,b502,b503,b504,b505,b1001,b1002,b1003,b1004,b1005,b5001,b5002,b5003,b5004,b5005,s51,s52,s53,s54,s55,s201,s202,s203,s204,s205,s501,s502,s503,s504,s505,s1001,s1002,s1003,s1004,s1005,s5001,s5002,s5003,s5004,s5005
-1,18,0,,9.9,St. Ann's,3,580,6.5,0.461538462,0.550505051,0.75,0.5,0.5,0,0,0.25,0.714285714,0.375,0.285714286,0.2,0.4,0.333333333,0.555555556,0.75,0.5,0.571428571,0.75,0.4,0.4,0.75,0.8,0.8,0.666666667,0.833333333,0.6,0.636363636,0.416666667,0.666666667,0,0,0.538461538,0.666666667,0.454545455,0.428571429,0,0.8,1,0.25,0.666666667,0.5,0.4,0.888888889,0.7,0.545454545,0.8,0.5,1,0.166666667,0.777777778,0.333333333
7,18,0,,9.9,Markhouse,3,335,1.75,0.288461538,0.455357143,1,0.285714286,0,0,0,0.5,0.4,0.5,0,0.142857143,0.5,0.333333333,1,0.333333333,0,0.6,0.2,0.333333333,0.25,0.5,0.5,0.333333333,0.2,0.333333333,0,0.4,1,0,0,0.2,0,0.666666667,0.428571429,0.285714286,0,0.666666667,0,0.6,1,0.2,0.5,0.666666667,0,0.666666667,0.5,0.7,0.5,,0.6,0.666666667
11,18,0,,9.9,Forest,3,337,1.142857143,0.601851852,0.4453125,0.571428571,1,0.545454545,0.333333333,0,0.25,0.714285714,1,1,1,1,0.8,0.5,0.714285714,0.4,0.5,1,0.666666667,1,0.75,0.666666667,0.6,0,0.857142857,0.5,0.2,0,0,0.333333333,0,0.857142857,0.375,0,0.5,0,0.833333333,0.714285714,1,1,0.428571429,0.714285714,0.625,0.333333333,0.444444444,0.333333333,0.5,0.25,0.375,0.4,0.4
14,18,0,,9.9,Wanstead,1.5,348,0.466666667,0.697247706,0.346153846,1,0,0.166666667,0,,0.833333333,1,0.666666667,0.666666667,0.333333333,1,0.75,1,0.75,1,0.833333333,1,0.833333333,1,0.8,1,1,1,1,0.75,0.333333333,0.333333333,0.5,0,0.142857143,0.333333333,0.25,1,0.333333333,0,0,0.571428571,0.5,0.25,0,0.666666667,0.333333333,0.5,0.4,0.5,0.5,0.5,0.375,0.25,1
-35,17,0,,9.9,Rayners Lane,2,156,0.4,0.142857143,0.568181818,,,0,0,0,,,0,0,0,1,0,,0,0,,,,,,,,1,,,0,,0.666666667,0.5,0,0,,0,0.5,0.5,1,,0.5,0.8,0.5,1,1,0,0,0,,0,0.5,1,1
-28,17,0,,9.9,Northwick Park,2,167,0.555555556,0.3,0.314606742,0,0,0,0,0,1,1,0.25,0,0,0.666666667,0.666666667,0,0,0.333333333,1,,,0,,1,0.5,0.25,0,,0,0,0,0.142857143,0,0,0.333333333,0.5,1,0,0.4,0,0.25,0,0,1,1,0.428571429,0.5,0.333333333,0.5,0.333333333,0.6,0.25,0.666666667
-24,17,0,,9.9,Barnhill,2,172,0.444444444,0.7,0.492537313,0.5,0,0,,,1,1,1,0.5,0.5,1,0.666666667,1,0.5,,1,0.666666667,1,1,,0.666666667,1,1,0.5,1,0,,0.333333333,0,0,,0,0.333333333,0.857142857,1,0.5,0.333333333,0.666666667,0.6,1,0.75,0.666666667,,0.5,0.5,0.75,1,1,1,0.333333333
-6,17,0,,9.9,Crouch End,2,573,11.33333333,0.68618267,0.400584795,0.785714286,0.5,0.8,0,0.115384615,0.875,0.684210526,0.590909091,0.444444444,0.5,0.85,0.941176471,0.814814815,0.8,0.4375,0.9,0.75,0.611111111,0.736842105,0.588235294,0.823529412,1,0.958333333,0.909090909,0.85,0.423076923,0.28125,0.321428571,0.09375,0,0.3,0.518518519,0.592592593,0.305555556,0.2,0.621621622,0.347826087,0.380952381,0.36,0.416666667,0.576923077,0.461538462,0.37037037,0.444444444,0.3125,0.586206897,0.558823529,0.464285714,0.625,0.391304348
-3,17,0,,9.9,Stroud Green,4,574,15,0.585434174,0.413978495,0.4,1,0.3125,0,0.058823529,0.545454545,0.692307692,0.5,0.583333333,0.142857143,0.826086957,0.72,0.583333333,0.545454545,0.6,0.538461538,0.814814815,0.666666667,0.75,0.642857143,0.615384615,0.529411765,0.733333333,0.666666667,0.5,0.473684211,0.363636364,0.275862069,0.052631579,0,0.384615385,0.37037037,0.47826087,0.25,0.1875,0.545454545,0.526315789,0.461538462,0.3125,0.260869565,0.555555556,0.533333333,0.678571429,0.380952381,0.36,0.733333333,0.545454545,0.52173913,0.523809524,0.461538462
-1,17,0,,9.9,Seven Sisters,3,581,7.25,0.545454545,0.436830835,0.636363636,0.4375,0.363636364,0,0,0.714285714,0.5,0.416666667,0.25,0.409090909,0.857142857,0.555555556,0.571428571,0.333333333,0.384615385,0.814814815,0.692307692,0.736842105,0.764705882,0.571428571,0.727272727,0.5625,0.857142857,0.5,0.6875,0.615384615,0.222222222,0.409090909,0.117647059,0.052631579,0.5,0.458333333,0.411764706,0.375,0.1,0.5,0.714285714,0.47826087,0.571428571,0.4375,0.5,0.48,0.476190476,0.428571429,0.421052632,0.47826087,0.588235294,0.642857143,0.56,0.473684211
16,17,0,,9.9,Cranbrook,2,349,0.142857143,0.333333333,0.225806452,,,1,0,,,,,0,,,,,,0,,,,,,,,0,1,,,0,,,0,0,0,1,0,0,1,,0,0,0,0.333333333,0.5,,0.5,0,0,,1,,0.5
-38,16,0,,9.9,Cavendish,1.5,145,0.166666667,0.133333333,0.210526316,0,0,,,0,,,,,0,0,,,,,,,0,0.25,,,1,0,0,,0,0,1,0,0,,0,0,0,,,,0,,,0,0,0,,1,,0,1,0,
-30,16,0,,9.9,Harrow on the Hill,2,147,0.5,0.346666667,0.411111111,0.5,0.333333333,0.25,0,0,0.75,,0.333333333,0,0,0.333333333,0.5,1,0.8,0.5,,0,0.5,0,0.333333333,0,0.666666667,0.333333333,0,0.4,0.2,0,0,0,0,0.666666667,1,0.166666667,0,0,1,1,0.2,0.5,0.333333333,0.625,0.571428571,0.333333333,0.333333333,1,0.666666667,0.75,0.666666667,1,0.333333333
-21,16,0,,9.9,Welsh Harp,2,171,1.428571429,0.475177305,0.342857143,0.5,0.571428571,0.166666667,0,0,0.428571429,0.75,0.428571429,0.333333333,0.166666667,0.666666667,1,0.25,0.428571429,0.5,0.571428571,0.25,0.4,0.428571429,0.75,0.625,1,0.714285714,0.833333333,0.25,0.125,0.181818182,0.375,0,0,0.666666667,0.571428571,0.454545455,0.222222222,0.181818182,0.166666667,0.625,0.1,0,0.666666667,0.727272727,0.5,0.428571429,0,0.166666667,0.2,0.454545455,0.5,0.5,0.4
-14,16,0,,9.9,Childs Hill,3,193,6,0.54532967,0.451923077,0.419354839,0.551724138,0.375,0,0.058823529,0.708333333,0.555555556,0.571428571,0.451612903,0.28125,0.818181818,0.657142857,0.633333333,0.551724138,0.580645161,0.733333333,0.806451613,0.615384615,0.56,0.535714286,0.725,0.8,0.592592593,0.481481481,0.481481481,0.434782609,0.481481481,0.382978723,0.125,0.026315789,0.606060606,0.448275862,0.488888889,0.086956522,0.146341463,0.725,0.6,0.5,0.344827586,0.378378378,0.470588235,0.568181818,0.529411765,0.489795918,0.384615385,0.594594595,0.617647059,0.622222222,0.553191489,0.485714286
-5,16,0,,9.9,Hillrise,3,548,18.5,0.573195876,0.452076677,0.52173913,0.461538462,0.666666667,0.0625,0.05,0.666666667,0.782608696,0.526315789,0.4,0.1,0.777777778,0.523809524,0.8,0.625,0.571428571,0.689655172,0.586206897,0.6875,0.652173913,0.684210526,0.7,0.631578947,0.428571429,0.730769231,0.565217391,0.444444444,0.558823529,0.413793103,0.05,0,0.52173913,0.48,0.473684211,0.227272727,0.206896552,0.789473684,0.588235294,0.5,0.5,0.321428571,0.52173913,0.518518519,0.653846154,0.285714286,0.458333333,0.709677419,0.5,0.578947368,0.586206897,0.321428571
-4,16,0,,9.9,Tollington,4,540,13,0.616045845,0.366093366,0.5,0.619047619,0.647058824,0,0,0.923076923,0.8,0.761904762,0.384615385,0.235294118,0.583333333,0.588235294,1,0.555555556,0.5,1,0.705882353,0.65,0.8,0.615384615,0.642857143,0.714285714,0.904761905,0.722222222,0.545454545,0.666666667,0.333333333,0.315789474,0.041666667,0,0.444444444,0.454545455,0.294117647,0.25,0.3125,0.421052632,0.388888889,0.611111111,0.157894737,0.277777778,0.5,0.333333333,0.590909091,0.357142857,0.142857143,0.666666667,0.357142857,0.571428571,0.5,0.526315789
-1,16,0,,9.9,New River,4,559,16.33333333,0.581911263,0.448979592,0.5,0.666666667,0.444444444,0,0.035714286,0.739130435,0.68,0.8125,0.4,0.217391304,0.62962963,0.740740741,0.576923077,0.5,0.6,0.72,0.75,0.72,0.5,0.380952381,0.958333333,0.454545455,0.916666667,0.714285714,0.739130435,0.48,0.5,0.408163265,0,0.041666667,0.696969697,0.472222222,0.379310345,0.459459459,0.15,0.518518519,0.542857143,0.545454545,0.357142857,0.318181818,0.457142857,0.40625,0.484848485,0.526315789,0.625,0.675675676,0.5625,0.472222222,0.55,0.4
2,16,0,,9.9,Springfield,2,568,9,0.65625,0.457731959,0.769230769,0.684210526,0.65,0.222222222,0.08,0.5,0.916666667,0.909090909,0.3,0.428571429,0.714285714,0.846153846,1,0.428571429,0.6,0.75,0.714285714,0.736842105,0.75,0.631578947,0.8,0.8125,0.904761905,0.75,0.875,0.565217391,0.416666667,0.352941176,0,0.083333333,0.533333333,0.5,0.444444444,0.304347826,0.15,0.529411765,0.6,0.375,0.555555556,0.45,0.565217391,0.529411765,0.5,0.52173913,0.5,0.52173913,0.5,0.5,0.5,0.666666667
5,16,0,,9.9,Lea Bridge,2,334,4,0.493702771,0.344827586,0.72,0.5625,0.333333333,0.076923077,0.1,0.461538462,0.75,0.4,0.1875,0.2,0.52,0.722222222,0.388888889,0.352941176,0.285714286,0.416666667,0.5,0.533333333,0.5,0.555555556,0.615384615,0.625,0.75,0.619047619,0.916666667,0.25,0.1,0.235294118,0,0,0.315789474,0.428571429,0.421052632,0.157894737,0.130434783,0.411764706,0.423076923,0.448275862,0.4375,0.44,0.5,0.444444444,0.352941176,0.571428571,0.363636364,0.523809524,0.35,0.307692308,0.45,0.37037037
9,16,0,,9.9,Leyton,2,328,3.875,0.504830918,0.415896488,0.578947368,0.333333333,0.181818182,0,0,0.636363636,0.681818182,0.523809524,0.388888889,0.222222222,0.714285714,0.647058824,0.6,0.625,0.4375,0.5,0.473684211,0.222222222,0.611111111,0.761904762,0.588235294,0.727272727,0.684210526,0.642857143,0.636363636,0.5,0.4,0.214285714,0.043478261,0,0.388888889,0.36,0.25,0.285714286,0.473684211,0.4,0.5,0.357142857,0.269230769,0.409090909,0.631578947,0.363636364,0.545454545,0.619047619,0.555555556,0.541666667,0.565217391,0.571428571,0.608695652,0.571428571
11,16,0,,9.9,Leytonstone,5,347,1,0.303030303,0.320987654,0,0,0,0,0,0.75,0,0.333333333,0.5,0,0.666666667,0.5,0.333333333,,0.2,0.333333333,0.333333333,0.6,0.25,0,0.5,,0.666666667,0,1,1,0.5,0,0,0,0,0,0,0.25,0,0.5,0.333333333,0.666666667,0,0,0,0,0.5,0.5,0.25,1,0.666666667,0.333333333,0.833333333,0.666666667
-48,15,0,,9.9,Ickenham,1,132,2.75,0.548507463,0.356837607,0.8,0.388888889,0.115384615,0,0,0.714285714,0.566666667,0.517241379,0.423076923,0.153846154,0.709677419,0.512820513,0.714285714,0.677419355,0.481481481,0.72972973,0.766666667,0.733333333,0.552631579,0.484848485,0.724137931,0.71875,0.694444444,0.666666667,0.757575758,0.277777778,0.105263158,0.193548387,0.057142857,0,0.642857143,0.290322581,0.407407407,0.227272727,0.083333333,0.620689655,0.414634146,0.3,0.469387755,0.4,0.382352941,0.395348837,0.454545455,0.411764706,0.340909091,0.5,0.489795918,0.388888889,0.487804878,0.4375
-40,15,0,,9.9,Manor,2,136,0.8,0.517241379,0.426666667,0.333333333,0,0,0,0,,0.8,0.5,0.5,0,1,0.666666667,1,0,1,0.75,0,0,1,1,1,1,0.666666667,1,0.333333333,0.5,0.25,0,0,0,0.75,0.5,0.4,0.6,0.333333333,0,0.5,0.333333333,0.25,0.25,0.666666667,0.6,1,1,0.5,0.666666667,0,1,0,0
-33,15,0,,9.9,Roxbourne,2,157,0.5,0.675,0.27027027,0.333333333,1,,0.666666667,0.75,0.5,,0.333333333,0,1,,1,1,1,0.333333333,1,,1,0.666666667,1,,,,,1,0,0,,0,0,0.5,,,0.2,0,0.5,1,0,0,0.5,1,0.5,0,0,0,0,1,0,0.5,
-26,15,0,,9.9,Preston,2,169,1.833333333,0.569230769,0.310344828,0.5,0,0.142857143,0,0,0.8,0.333333333,1,0.428571429,0,0.5,1,1,1,0.555555556,1,0.7,0.666666667,0.833333333,0.375,0.333333333,0.833333333,0.5,1,0.75,0.375,0.125,0,0,0,0.2,0.25,0.333333333,0.142857143,0,0.625,0.375,0,0.416666667,0,0.333333333,0,0.6,0.75,0.166666667,0.230769231,0.555555556,0.666666667,1,0.5
-19,15,0,,9.9,Dollis Hill,2,185,3.5,0.682593857,0.405555556,0.666666667,0.666666667,0.444444444,0.25,0.1,0.818181818,0.733333333,0.642857143,0.666666667,0.2,1,0.8125,0.7,0.777777778,0.888888889,0.642857143,0.636363636,0.8125,1,0.5,0.428571429,0.777777778,0.846153846,0.909090909,0.857142857,0.363636364,0.153846154,0.352941176,0,0.055555556,0.5,0.411764706,0.2,0.230769231,0.2,0.583333333,0.357142857,0.625,0.5625,0.571428571,0.529411765,0.583333333,0.5,0.318181818,0.545454545,0.588235294,0.333333333,0.545454545,0.555555556,0.538461538
-11,15,0,,9.9,Hampstead Town,2,511,16.125,0.619804401,0.418345478,0.721311475,0.612903226,0.59375,0.09375,0.048780488,0.746031746,0.722222222,0.706666667,0.368421053,0.184615385,0.652173913,0.761904762,0.684210526,0.585714286,0.616666667,0.740740741,0.72826087,0.630769231,0.609375,0.691176471,0.76119403,0.813333333,0.658227848,0.757575758,0.693548387,0.435294118,0.391752577,0.367816092,0.011764706,0.066666667,0.523809524,0.434343434,0.494845361,0.219512195,0.16,0.525,0.528846154,0.463414634,0.470588235,0.296703297,0.577777778,0.538461538,0.5,0.524271845,0.453488372,0.419354839,0.474747475,0.541666667,0.515789474,0.436893204
-6,15,0,,9.9,Junction,5,546,17.5,0.554444444,0.465560166,0.633333333,0.552631579,0.685714286,0.117647059,0,0.621621622,0.75,0.571428571,0.444444444,0.176470588,0.634146341,0.47826087,0.666666667,0.525,0.419354839,0.642857143,0.611111111,0.621621622,0.735294118,0.487179487,0.702702703,0.538461538,0.745454545,0.702702703,0.517241379,0.490566038,0.511627907,0.325,0.058823529,0.04,0.632653061,0.574468085,0.5,0.307692308,0.131578947,0.622222222,0.625,0.527272727,0.333333333,0.421052632,0.653846154,0.707317073,0.465517241,0.5,0.52,0.563636364,0.576923077,0.571428571,0.446808511,0.456140351
-3,15,0,,9.9,Finsbury Park,6,547,23,0.584926884,0.446551724,0.694444444,0.64516129,0.514285714,0.074074074,0.068965517,0.771428571,0.666666667,0.466666667,0.083333333,0.178571429,0.675,0.756756757,0.621621622,0.444444444,0.514285714,0.72972973,0.666666667,0.666666667,0.75,0.66,0.794871795,0.772727273,0.725,0.631578947,0.714285714,0.480769231,0.55,0.489361702,0.021276596,0.043478261,0.537037037,0.306122449,0.421052632,0.3125,0.234042553,0.625,0.46,0.625,0.387096774,0.395348837,0.591836735,0.509803922,0.619047619,0.38,0.512820513,0.459459459,0.5625,0.586956522,0.6,0.519230769
-1,15,0,,9.9,Brownswood,6,551,24,0.553264605,0.457711443,0.578947368,0.444444444,0.461538462,0.08,0.041666667,0.666666667,0.64,0.65,0.434782609,0.25,0.741935484,0.857142857,0.391304348,0.6,0.4,0.657142857,0.75,0.458333333,0.583333333,0.526315789,0.541666667,0.739130435,0.88,0.782608696,0.56,0.5,0.344827586,0.371428571,0.05,0,0.527777778,0.46875,0.558823529,0.233333333,0.117647059,0.625,0.5,0.5,0.5,0.35483871,0.648648649,0.625,0.548387097,0.409090909,0.571428571,0.75,0.423076923,0.577777778,0.484848485,0.648648649
0,15,0,,9.9,Lordship,3,567,16,0.546391753,0.408364084,0.428571429,0.5,0.46875,0.043478261,0.181818182,0.588235294,0.666666667,0.571428571,0.419354839,0.176470588,0.740740741,0.52,0.68,0.666666667,0.5,0.774193548,0.636363636,0.769230769,0.541666667,0.772727273,0.625,0.551724138,0.7,0.56,0.6,0.52,0.523809524,0.352941176,0,0,0.52,0.321428571,0.323529412,0.290322581,0.142857143,0.64516129,0.428571429,0.527777778,0.441176471,0.458333333,0.454545455,0.425,0.47826087,0.384615385,0.571428571,0.525,0.529411765,0.454545455,0.45,0.451612903
2,15,0,,9.9,Cazenove,4,560,11.5,0.595959596,0.461538462,0.6,0.571428571,0.444444444,0,0,1,0.733333333,0.636363636,0.076923077,0.2,0.8,0.923076923,0.727272727,0.7,0.545454545,0.636363636,0.75,0.642857143,1,0.625,1,0.733333333,0.714285714,0.714285714,0.826086957,0.4,0.368421053,0.444444444,0.133333333,0,0.611111111,0.473684211,0.6875,0.357142857,0.1,0.642857143,0.692307692,0.615384615,0.4375,0.416666667,0.375,0.466666667,0.333333333,0.538461538,0.357142857,0.666666667,0.615384615,0.533333333,0.631578947,0.454545455
10,15,0,,9.9,Grove Green,4,336,1,0.880952381,0.454545455,1,1,,,0,1,,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,,1,1,1,0.333333333,0,0.5,0,0,,,0.25,0.5,,1,0,,1,1,1,,1,0.333333333,1,0,,,1,
18,15,0,,9.9,Valentines,4,360,0.5,0.37037037,0.382352941,0.666666667,0,0,,,,0.666666667,0,0.5,0.5,,,0,0.25,0,1,0.5,1,,0,,,0,,,1,0,,0,0,0,0,1,0.25,0,0.25,1,0,,0,0.5,,,1,,,0.25,1,1,1
22,15,0,,9.9,Goodmayes,2,353,0.2,1,0.192307692,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,0.5,0,0,,0,0,0,,,,0,0.5,,,0.5,0.5,,0,,0,0,0,,1
-41,14,0,,9.9,South Ruislip,1.5,135,1.173913043,0.609254499,0.319654428,0.466666667,0.714285714,0.1875,0,0.083333333,0.736842105,0.545454545,0.5,0.5,0.176470588,0.75,0.727272727,0.714285714,0.733333333,0.631578947,0.833333333,0.875,0.588235294,0.5,0.8,0.789473684,0.75,0.789473684,0.705882353,0.555555556,0.3,0,0.055555556,0.111111111,0.043478261,0.285714286,0.363636364,0.214285714,0.076923077,0.142857143,0.666666667,0.2,0.5,0.259259259,0.421052632,0.4375,0.538461538,0.391304348,0.266666667,0.555555556,0.368421053,0.55,0.5,0.428571429,0.32
-2,14,0,,9.9,Highbury West,6,539,23,0.642685851,0.43843594,0.71875,0.525,0.714285714,0,0,0.766666667,0.777777778,0.6,0.516129032,0.454545455,0.682926829,0.787878788,0.780487805,0.636363636,0.433333333,0.657894737,0.771428571,0.787878788,0.733333333,0.714285714,0.862068966,0.783783784,0.838709677,0.793103448,0.757575758,0.566037736,0.423076923,0.358490566,0.02,0.037037037,0.485294118,0.4,0.444444444,0.288888889,0.132075472,0.611111111,0.55,0.585365854,0.547169811,0.361111111,0.625,0.489795918,0.555555556,0.444444444,0.382978723,0.538461538,0.543478261,0.673913043,0.518518519,0.530612245
1,14,0,,9.9,Stoke Newington Central,4,556,18,0.592329545,0.427293065,0.565217391,0.740740741,0.515151515,0,0,0.607142857,0.515151515,0.677419355,0.428571429,0.4,0.628571429,0.705882353,0.685714286,0.576923077,0.32,0.764705882,0.7,0.68,0.633333333,0.652173913,0.733333333,0.676470588,0.666666667,0.703703704,0.740740741,0.433333333,0.388888889,0.357142857,0.027777778,0,0.463414634,0.511627907,0.454545455,0.35483871,0.173913043,0.6,0.548387097,0.5,0.571428571,0.212121212,0.666666667,0.454545455,0.64516129,0.4375,0.303030303,0.535714286,0.441176471,0.604166667,0.565217391,0.43902439
2,14,0,,9.9,Hackney Downs,4,557,11,0.527559055,0.400402414,0.631578947,0.615384615,0.555555556,0,0,0.555555556,0.8125,0.235294118,0.1875,0.230769231,0.428571429,0.5625,0.842105263,0.470588235,0.5,0.583333333,0.882352941,0.416666667,0.529411765,0.666666667,0.583333333,0.6875,0.666666667,0.6,0.777777778,0.5,0.47826087,0.409090909,0.037037037,0,0.571428571,0.421052632,0.379310345,0.214285714,0.318181818,0.45,0.45,0.47826087,0.444444444,0.347826087,0.476190476,0.5,0.464285714,0.333333333,0.375,0.523809524,0.5,0.407407407,0.473684211,0.5
4,14,0,,9.9,Leabridge,4,558,9.666666667,0.604519774,0.422641509,0.722222222,0.6,0.75,0.125,0,0.666666667,0.705882353,0.692307692,0.321428571,0.071428571,0.631578947,0.8,0.875,0.583333333,0.6,0.8,0.705882353,0.625,0.7,0.5,0.615384615,0.733333333,0.933333333,0.785714286,0.785714286,0.272727273,0.304347826,0.307692308,0,0,0.727272727,0.5,0.421052632,0.210526316,0.24,0.44,0.619047619,0.409090909,0.529411765,0.428571429,0.611111111,0.625,0.277777778,0.642857143,0.44,0.5,0.555555556,0.5,0.565217391,0.541666667
6,14,0,,9.9,King's Park,1.5,561,7.4,0.631929047,0.468158348,0.615384615,0.545454545,0.222222222,0.111111111,0,0.647058824,0.736842105,0.631578947,0.55,0.263157895,0.75,0.882352941,0.647058824,0.523809524,0.764705882,0.777777778,0.85,0.833333333,0.8125,0.681818182,0.625,0.928571429,0.772727273,0.684210526,0.789473684,0.380952381,0.379310345,0.434782609,0.058823529,0.033333333,0.631578947,0.615384615,0.333333333,0.291666667,0.148148148,0.571428571,0.45,0.5,0.52,0.315789474,0.47826087,0.548387097,0.45,0.533333333,0.727272727,0.642857143,0.551724138,0.607142857,0.722222222,0.740740741
11,14,0,,9.9,Cathall,4,333,4.666666667,0.596774194,0.434599156,0.75,0.4,0.333333333,0.285714286,0.272727273,0.625,0.833333333,0.625,0.3,0.2,0.666666667,0.666666667,0.909090909,0.5,0.75,0.733333333,0.833333333,0.714285714,,1,0.8,0.666666667,1,0.3,0.8,0.555555556,0.222222222,0.333333333,0.1,0,0.428571429,0.153846154,0.533333333,0.333333333,0,0.5,0.666666667,0.5,0.272727273,0.294117647,0.625,1,0.583333333,0.5625,0.5,0.555555556,0.444444444,0.666666667,0.166666667,0.555555556
12,14,0,,9.9,Cann Hall,2,343,4.5,0.590909091,0.411764706,0.636363636,0.25,0,0,0,1,1,1,1,0.2,1,1,0,0.75,0.666666667,0.8,0.5,0.666666667,0.4,1,1,0.875,0.6,0.666666667,0.666666667,0.25,0.25,0.333333333,0,0,0.636363636,0.6,0.6,0,0.25,0.75,0.444444444,0.375,0.444444444,0.666666667,0.5,0.25,0.5,0.444444444,0.375,0.666666667,0.5,0.571428571,0.4,0.333333333
16,14,0,,9.9,Little Ilford,1.5,607,0.5,0.411764706,0.409090909,1,,0,0,,1,1,0,1,0,1,1,,1,,0,0,0,,1,0,0.5,0,0,1,0.333333333,0,,0,0,,0.5,0,,1,0,0.5,1,0,0,1,,0,0.5,0,1,0.5,0.833333333,0.5,
19,14,0,,9.9,Clementswood,3,358,0.666666667,0,0.574468085,,0,,0,0,0,,,0,0,0,0,0,,,,,,,0,0,,,,,0,0,,,0,1,0.5,0.666666667,,0,0.75,0.333333333,0.666666667,0.5,0.333333333,1,0.5,0.666666667,1,0.333333333,0.666666667,1,1,1,1
21,14,0,,9.9,Mayfield,2,359,0.428571429,0.523809524,0.50877193,,0,,,,1,,1,0.5,,1,,,0.333333333,0,,1,,0.5,,,0,0,1,,,0.25,,0,0,0.333333333,,0.666666667,0.25,0.25,0.666666667,0.4,,1,0.5,1,1,0.666666667,,0,1,0.5,1,1,0.5
25,14,0,,9.9,Becontree,2,617,0.666666667,0.333333333,0.333333333,1,0,0.333333333,0,0,,,,0.333333333,,0,,,0.5,,1,,,1,,,,0.5,,0,,,0,,0,,0.5,,,0,0,0.25,0.5,0,0,1,0,,0,0.666666667,0.5,0.5,,0.666666667,
-34,13,0,,9.9,Roxeth,2,146,0.8,0.448275862,0.205882353,0.666666667,0,0,0,0,0.5,0.5,0,0.5,,,0.25,0.25,0.5,1,1,0.333333333,0,1,1,0.75,,0.666666667,0.833333333,,0,0,,0,0,0,0,0.111111111,0,1,0.25,0.666666667,0.5,0,0.25,0.666666667,0.333333333,0.5,0.2,0,,0.25,,0.333333333,0
-28,13,0,,9.9,Sudbury,2,174,1.571428571,0.357541899,0.403314917,0,0.142857143,0.5,0,0,0.666666667,0.3,0.25,0.375,0,0.333333333,0.3,0.4,0,0.111111111,1,0.642857143,1,0.142857143,0.5,0.75,0.571428571,0.454545455,0.25,0.4,0.333333333,0.272727273,0.166666667,0,0,0.5,0.25,0.428571429,0.5,0.285714286,0.444444444,0.625,0.5,0.333333333,0.5,0.25,0.666666667,0.25,0.666666667,0.833333333,0.428571429,1,0.75,0.571428571,0.6
-24,13,0,,9.9,Tokyngton,2,182,1.666666667,0.45049505,0.350806452,0.571428571,0.25,0,0.071428571,0.142857143,0.6,0.5,0.5,0,0.222222222,0.444444444,0.75,0.583333333,0.363636364,0.571428571,0.444444444,0.555555556,0.818181818,0.333333333,0.5,0.444444444,0.714285714,0.6,0.75,0.666666667,0.363636364,0.3,0.2,0,0,0.545454545,0.4,0.466666667,0.2,0.1,0.333333333,0.5,0.533333333,0.428571429,0.384615385,0.5,0.3,0.583333333,0.444444444,0.428571429,0.666666667,0.181818182,0.2,0.3,0.333333333
-19,13,0,,9.9,Dudden Hill,3,184,4.2,0.552542373,0.368700265,0.6,0.444444444,0.6,0,0,0.636363636,0.4,0.666666667,0.363636364,0.230769231,0.8,0.777777778,0.647058824,0.444444444,0.25,0.666666667,0.909090909,0.833333333,0.4375,0.583333333,0.769230769,0.5,0.777777778,0.636363636,0.7,0.4,0.375,0.384615385,0.066666667,0,0.454545455,0.6,0.571428571,0.466666667,0.333333333,0.315789474,0.235294118,0.428571429,0.5,0.25,0.5,0.375,0.428571429,0.619047619,0.1875,0.6,0.217391304,0.294117647,0.416666667,0.333333333
-17,13,0,,9.9,Mapesbury,3,186,5.2,0.50931677,0.379385965,0.4,0.333333333,0.6,0,0,0.727272727,0.4375,0.538461538,0.333333333,0.363636364,0.6,0.444444444,0.615384615,0.647058824,0.545454545,0.888888889,0.571428571,0.538461538,0.571428571,0.533333333,0.571428571,0.692307692,0.818181818,0.785714286,0.470588235,0.266666667,0.411764706,0.1875,0,0,0.347826087,0.444444444,0.294117647,0.153846154,0.238095238,0.545454545,0.434782609,0.619047619,0.625,0.230769231,0.48,0.571428571,0.333333333,0.421052632,0.285714286,0.529411765,0.5,0.555555556,0.588235294,0.416666667
-13,13,0,,9.9,Frognal and Fitzjohns,4,509,14,0.56796628,0.414309484,0.705882353,0.65,0.474576271,0.051282051,0.060606061,0.769230769,0.58974359,0.727272727,0.575757576,0.27027027,0.724137931,0.666666667,0.621621622,0.4,0.522727273,0.714285714,0.682926829,0.631578947,0.571428571,0.676470588,0.608695652,0.516129032,0.684210526,0.65,0.638888889,0.333333333,0.307692308,0.339285714,0.02,0.020408163,0.37037037,0.589285714,0.423728814,0.255813953,0.307692308,0.391304348,0.372093023,0.586206897,0.394736842,0.470588235,0.56,0.603773585,0.403846154,0.450980392,0.4,0.547619048,0.525,0.454545455,0.608695652,0.56
